Name,Position,Total Pass,Accurate Pass,Total Long Balls,Accurate Long Balls,Total Cross,Accurate Cross,Aerial Won,Aerial Lost,Duel Lost,Duel Won,Total Dribbles,Successful Dribbles,Big Chance Created,Big Chance Missed,Interception Won,Dribbled Past,Dispossessed,Error Lead To Shot,Total Tackle,Fouls,Was Fouled,Total Clearance,Key Pass,Shots On Target,Shots Off Target,Goal Assist,Goals,Woodwork,Saves,Punches,Save From Inside The Box,Last Man Tackle,Shots Blocked,Blocked Shots,Total Keeper Sweeper,Accurate Keeper Sweeper,Touches,Total OffSide,Possession Lost Ctrl,Own Goals,MinutesPlayed,place,Team,SofaScore Rating
D. Wass,D,47,38,4,1,2,0,1,1,3,3,1,0,0,0,4,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68,0,12,0,90,Home,Valencia,6.6
G. Paulista,D,63,55,14,10,0,0,2,0,2,4,0,0,0,0,1,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,8,0,90,Home,Valencia,6.9
H. Guillamón,D,64,54,16,9,0,0,3,2,7,4,0,0,0,0,2,0,0,0,1,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,0,10,0,90,Home,Valencia,6.7
J. L. Gayà,D,34,29,4,2,5,0,0,1,5,1,1,1,0,0,0,2,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,58,0,13,0,90,Home,Valencia,7
Y. Musah,M,14,11,2,0,0,0,1,0,3,3,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,7,0,61,Home,Valencia,6.3
U. Račić,M,48,42,9,6,0,0,2,5,10,3,0,0,0,0,0,2,1,0,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,58,0,11,0,90,Home,Valencia,6.4
C. Soler,M,68,59,13,9,8,2,0,0,3,2,2,1,0,0,1,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88,0,17,0,90,Home,Valencia,6.9
G. Guedes,M,31,23,4,2,3,1,0,0,6,8,4,2,0,0,0,1,2,0,3,1,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,19,0,90,Home,Valencia,7.1
M. Gómez,F,13,9,2,1,0,0,2,4,6,4,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19,2,6,0,90,Home,Valencia,6.6
K. Gameiro,F,13,11,0,0,0,0,0,3,6,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,77,Home,Valencia,6.5
C. Rivero,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Valencia,0
M. Diakhaby,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Valencia,0
Ferro,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Valencia,0
T. Lato,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Valencia,0
C. Piccini,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Valencia,0
D. Cheryshev,M,9,4,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,29,Home,Valencia,6.7
C. Oliva,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Valencia,0
K. Lee,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Valencia,0
Jason,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Valencia,0
P. Cutrone,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Valencia,0
M. Vallejo,F,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,Home,Valencia,6.4
Á. Blanco,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Valencia,0
F. Pacheco,G,29,16,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,33,0,15,0,90,Away,Deportivo Alavés,6.4
X. Navarro,D,36,26,8,3,3,0,1,0,6,3,1,0,0,0,3,3,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57,0,15,0,90,Away,Deportivo Alavés,6.2
V. Laguardia,D,34,26,6,1,0,0,3,2,3,4,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,0,9,0,90,Away,Deportivo Alavés,6.5
F. Lejeune,D,41,32,6,1,0,0,1,0,1,3,1,1,0,0,1,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51,0,9,0,90,Away,Deportivo Alavés,6.8
M. Aguirregabiria,D,40,29,6,1,1,0,0,1,2,6,0,0,0,0,1,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,14,0,90,Away,Deportivo Alavés,6.8
J. Peleteiro,M,22,16,2,0,2,0,1,0,2,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,10,0,71,Away,Deportivo Alavés,6.5
T. Pina,M,34,30,3,3,1,1,0,0,1,5,1,1,2,0,0,0,0,0,2,1,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,43,0,5,0,88,Away,Deportivo Alavés,7.9
R. Battaglia,M,52,44,5,2,0,0,2,1,4,5,2,2,0,0,0,2,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,10,0,90,Away,Deportivo Alavés,6.7
E. Méndez,M,16,12,2,1,0,0,1,4,8,6,2,1,0,1,0,0,1,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,1,6,0,72,Away,Deportivo Alavés,6.4
L. Pérez,F,9,3,0,0,3,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,1,9,0,63,Away,Deportivo Alavés,6.8
Joselu,F,25,19,1,0,0,0,6,2,5,11,1,1,0,0,0,0,0,0,0,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,39,1,11,0,88,Away,Deportivo Alavés,7.2
A. Sivera,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Deportivo Alavés,0
J. López,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Deportivo Alavés,0
A. Rodríguez,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Deportivo Alavés,0
B. Sainz,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Deportivo Alavés,0
M. García,M,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,8,Away,Deportivo Alavés,6.4
Burgui,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Deportivo Alavés,0
P. Pons,M,4,4,0,0,1,0,0,1,1,3,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,27,Away,Deportivo Alavés,6.7
L. Rioja,M,7,6,0,0,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,19,Away,Deportivo Alavés,6.9
Deyverson,F,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,Away,Deportivo Alavés,6.5
J. Guidetti,F,6,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,18,Away,Deportivo Alavés,7.3
R. Jiménez,G,37,24,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,41,0,13,0,90,Home,Real Valladolid,6.4
L. Pérez,D,25,18,3,1,2,0,2,3,3,5,1,1,0,0,2,0,0,0,1,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0,11,0,90,Home,Real Valladolid,6.9
J. Fernandez,D,58,49,12,6,0,0,2,2,2,3,0,0,0,1,1,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,67,0,9,0,90,Home,Real Valladolid,6.9
J. E. Yamiq,D,54,42,7,1,0,0,5,0,3,7,0,0,0,0,2,1,0,0,2,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,13,0,90,Home,Real Valladolid,6.8
L. Olaza,D,37,32,3,1,5,1,0,3,3,5,0,0,0,0,0,0,0,0,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,9,0,90,Home,Real Valladolid,7
Ó. Plano,M,22,17,5,5,0,0,0,1,6,6,3,2,0,0,1,1,2,0,1,1,3,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,44,0,10,0,90,Home,Real Valladolid,7.7
M. Herrero,M,39,33,5,1,1,0,1,0,2,3,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,8,0,67,Home,Real Valladolid,6.5
R. Alcaraz,M,56,47,11,6,1,0,3,3,8,7,0,0,0,0,1,2,1,0,1,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,74,0,14,0,90,Home,Real Valladolid,6.6
F. Orellana,M,17,11,6,3,7,3,0,0,9,8,4,2,1,0,1,4,2,0,2,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,17,0,79,Home,Real Valladolid,6.9
S.Weissman,F,12,11,0,0,1,0,0,3,5,1,1,0,1,2,1,0,0,0,1,1,0,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,22,1,5,0,79,Home,Real Valladolid,6.6
M. d. Sousa,F,10,6,1,0,1,0,2,3,5,6,2,2,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,7,0,67,Home,Real Valladolid,6.5
J. Masip,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Valladolid,0
S. Janko,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Valladolid,0
N. Martinez,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Valladolid,0
K. Olivas,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Valladolid,0
B. González,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Valladolid,0
Roque,M,14,12,1,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,23,Home,Real Valladolid,6.6
W. R. Marin,M,8,6,2,1,0,0,0,0,5,1,1,1,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,11,Home,Real Valladolid,6.7
Toni,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Valladolid,0
F. S. E. Diaz,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Valladolid,0
K. Kodro,F,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,Home,Real Valladolid,6.5
S. Guardiola,F,9,5,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,5,0,23,Home,Real Valladolid,6.5
Jota,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Real Valladolid,0
J. Ledesma,G,33,19,29,15,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,4,0,0,0,0,0,45,0,14,0,90,Away,Cádiz,7.3
C. Akapo,D,22,18,4,2,2,0,0,0,2,4,3,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,11,0,90,Away,Cádiz,6.7
M. Mauro,D,26,18,6,3,0,0,4,3,3,4,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,34,0,8,0,90,Away,Cádiz,6.6
J. Cala,D,28,21,8,6,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,35,0,8,0,90,Away,Cádiz,7.4
A. Espino,D,12,7,4,2,4,0,0,1,3,5,0,0,0,0,0,1,0,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,16,0,58,Away,Cádiz,6.5
I. Alejo,M,15,13,1,1,11,0,2,0,7,7,0,0,0,0,0,1,2,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,18,0,88,Away,Cádiz,6.6
A. Fernández,M,15,9,3,1,1,0,1,0,4,3,1,1,0,0,0,1,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,9,0,58,Away,Cádiz,6.3
J. A. Garrido,M,15,13,2,1,0,0,2,2,5,2,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,88,Away,Cádiz,6.3
F. Malbašić,F,10,6,1,0,0,0,2,4,10,3,0,0,0,0,1,1,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,9,0,90,Away,Cádiz,6.2
A. Lozano,F,18,14,0,0,0,0,4,5,9,9,4,3,0,0,0,0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,9,0,90,Away,Cádiz,6.8
Pombo,M,13,11,1,0,2,0,0,0,3,3,2,1,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,11,0,58,Away,Cádiz,6.6
D. Gil,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Cádiz,0
J. Flere,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Cádiz,0
Fali,D,6,5,2,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,32,Away,Cádiz,6.4
Á. Martín,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Cádiz,0
P. Alcalá,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Cádiz,0
I. Carcelén,D,11,6,3,0,6,1,0,1,1,4,1,1,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,14,0,32,Away,Cádiz,7.1
J. Mari,M,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Away,Cádiz,0
J. I. González,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Cádiz,0
Á. Negredo,F,4,3,1,1,1,0,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,2,Away,Cádiz,0
R. Sobrino,F,9,7,0,0,0,0,1,0,4,4,0,0,0,0,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,32,Away,Cádiz,6.6
I. Šaponjić,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Cádiz,0
P. Gazzaniga,G,23,13,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,32,0,11,0,90,Home,Elche CF,7.3
H. Palacios,D,15,11,0,0,0,0,1,0,1,6,0,0,0,0,0,0,1,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,9,0,90,Home,Elche CF,7.1
D. Calvo,D,26,23,2,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,5,0,90,Home,Elche CF,6.9
D. Gonzalez,D,31,27,5,2,0,0,2,0,2,4,0,0,0,0,1,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,5,0,90,Home,Elche CF,7
J. Mojica,D,33,23,13,6,2,1,0,0,3,2,2,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,52,0,17,0,90,Home,Elche CF,6.8
J. Morente,M,14,11,2,1,6,0,0,0,7,3,5,2,0,0,0,3,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,33,0,14,0,70,Home,Elche CF,6.6
R. Guti,M,26,22,4,2,0,0,0,0,2,9,3,3,0,0,2,0,0,0,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0,4,0,90,Home,Elche CF,7.4
I. Marcone,M,27,25,3,3,0,0,0,1,4,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,5,0,90,Home,Elche CF,6.5
Fidel,M,26,18,1,0,5,2,0,1,11,8,4,2,0,0,1,3,4,0,3,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,63,0,22,0,89,Home,Elche CF,6.7
L. Boyé,F,29,21,4,2,1,0,2,1,9,12,8,4,0,0,0,1,2,0,5,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,64,1,24,0,89,Home,Elche CF,7.6
P. Piatti,M,16,9,3,2,0,0,0,2,8,3,0,0,0,0,0,3,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,10,0,83,Home,Elche CF,6.4
L. Andreu,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Elche CF,0
E. Badia,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Elche CF,0
A. Barragán,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Elche CF,0
M. Cifuentes,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Home,Elche CF,0
Josema,D,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,Home,Elche CF,0
V. Rodríguez,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Elche CF,0
Josan,M,4,3,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,1,0,20,Home,Elche CF,6.8
Luismi,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Elche CF,0
O. Mfulu,M,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,14,Home,Elche CF,6.4
J. Donald,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Elche CF,0
Nino,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Elche CF,0
C. Diamanka,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Elche CF,0
A. Fernández,G,23,20,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,1,1,34,0,3,0,90,Away,Levante,6.6
Coke,D,33,28,2,0,1,0,0,0,2,3,0,0,0,0,1,1,0,0,2,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,0,6,0,56,Away,Levante,6.7
S. Postigo,D,82,74,11,5,0,0,1,0,2,2,0,0,0,0,3,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,8,0,90,Away,Levante,6.8
R. Vezo,D,78,71,9,7,1,0,1,2,2,4,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,8,0,90,Away,Levante,7.4
C. Clerc,D,50,42,3,2,7,0,0,1,4,3,4,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,75,0,17,0,90,Away,Levante,6.9
J. d. Frutos,M,25,18,2,0,3,0,0,1,4,9,4,3,0,0,0,0,1,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,14,0,79,Away,Levante,7.1
R. Pier,D,58,52,1,1,0,0,0,0,4,2,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67,0,7,0,56,Away,Levante,6.6
M. Malsa,M,63,55,8,4,0,0,1,0,6,7,3,2,0,0,0,1,2,0,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82,0,14,0,90,Away,Levante,6.7
E. Bardhi,M,42,32,6,4,2,1,0,0,12,6,5,2,0,0,1,2,4,0,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,23,0,90,Away,Levante,6.1
R. Martí,F,17,10,0,0,0,0,1,1,4,2,0,0,0,0,0,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,9,0,79,Away,Levante,6.5
J. L. Morales,F,11,7,1,0,3,1,0,0,2,3,2,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,8,0,56,Away,Levante,6.8
D. Cárdenas,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Levante,0
Ó. Duarte,D,12,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,11,Away,Levante,6.9
Son,D,17,14,4,2,4,1,0,0,2,2,1,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,10,0,34,Away,Levante,6.6
Toño,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Levante,0
A. Blesa,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Levante,0
C. Doukouré,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Levante,0
G. Melero,M,27,24,1,1,0,0,1,0,3,2,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,5,0,34,Away,Levante,6.5
D. Gómez,F,5,5,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,30,Away,Levante,6.4
S. León,F,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,11,Away,Levante,6.7
